opeid8,award_year,school,state,school_type,zip_code,grant__pell_disbursements,loan__plus_disbursements,ipeds_anchor,ipeds_year,unitid,ipeds_match_status,ipeds_match_method,ipeds_exact_candidate_count,ipeds_unitid_start,ipeds_unitid_end,ipeds_start_candidate_count,ipeds_end_candidate_count,ipeds_anchor_sensitivity,ipeds_scope_root,ipeds_root_unitid_count_start,ipeds_root_unitid_count_end,fsa_root_opeid_count,ipeds_opeid_lifetime_unitid_count,ipeds_unitid_lifetime_opeid_count,ipeds_strict_eligible,ipeds_strict_exclusion_reasons,ipeds_reporting_scope,ipeds_instnm,ipeds_stabbr,ipeds_city,ipeds_zip,ipeds_opeflag,ipeds_sector,ipeds_cyactive,ipeds_act,ipeds_newid,ipeds_deathyr,ipeds_closedat,ipeds_postsec,ipeds_pseflag,ipeds_pset4flg,ipeds_rptmth,ipeds_f1systyp,ipeds_f1sysnam,ipeds_f1syscod,prch_ic,idx_ic,ipeds_source_path,ipeds_source_sha256,ipeds_source_member,prch_c,idx_c,prch_ef,idx_ef,prch_f,idx_f,prch_sfa,idx_sfa,prch_gr,idx_gr,prch_sa,idx_sa,prch_s,idx_s,prch_eap,idx_eap,prch_hr,idx_hr,prch_e12,idx_e12,prch_gr2,idx_gr2,prch_al,idx_al,prch_om,idx_om,prchtp_f,prch_adm,idx_adm
03091700,2011-2012,POZNAN UNIVERSITY OF MEDICAL SCIENCES,FC,Foreign Public,61701,,1469326.0,start,2011,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030917,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03091700,2012-2013,POZNAN UNIVERSITY OF MEDICAL SCIENCES,FC,Foreign Public,61701,,143000.0,start,2012,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030917,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03091700,2013-2014,POZNAN UNIVERSITY OF MEDICAL SCIENCES,,Foreign Public,61701,,162000.0,start,2013,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030917,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03091700,2014-2015,POZNAN UNIVERSITY OF MEDICAL SCIENCES,,Foreign Public,61701,,180000.0,start,2014,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030917,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03091700,2015-2016,POZNAN UNIVERSITY OF MEDICAL SCIENCES,,Foreign Public,61701,,104000.0,start,2015,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030917,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03091700,2016-2017,POZNAN UNIVERSITY OF MEDICAL SCIENCES,,Foreign Public,61701,,118000.0,start,2016,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030917,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03091700,2017-2018,POZNAN UNIVERSITY OF MEDICAL SCIENCES,,Foreign Public,61701,,,start,2017,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030917,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03091700,2018-2019,POZNAN UNIVERSITY OF MEDICAL SCIENCES,,Foreign Public,61701,,,start,2018,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030917,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03091700,2019-2020,POZNAN UNIVERSITY OF MEDICAL SCIENCES,,Foreign Private,61701,,,start,2019,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030917,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03091700,2020-2021,POZNAN UNIVERSITY OF MEDICAL SCIENCES,,Foreign Private,61701,,,start,2020,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030917,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03091700,2021-2022,POZNAN UNIVERSITY OF MEDICAL SCIENCES,,Foreign Private,61701,,,start,2021,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030917,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03092200,1999-2000,LONDON GUILDHALL UNIVERSITY,FC,Foreign Public,00032,,,start,1999,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030922,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03092200,2000-2001,LONDON GUILDHALL UNIVERSITY,FC,Foreign Public,00032,,,start,2000,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030922,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03092200,2001-2002,LONDON GUILDHALL UNIVERSITY,FC,Foreign Public,00032,,,start,2001,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030922,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03092200,2002-2003,LONDON GUILDHALL UNIVERSITY,FC,Foreign Public,00032,,,start,2002,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030922,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03092200,2003-2004,LONDON GUILDHALL UNIVERSITY,FC,Foreign Public,00032,,,start,2003,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030922,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03092300,2002-2003,Euro Hair School,TX,Private/For-Profit,78405-1911,446578.51,,start,2002,,exact_unique_inactive,exact_full_opeid_same_reference_year,1,223612,,1,0,ambiguous_or_unmatched,030923,1,0,1,1,0,False,exact_unique_inactive;anchor_ambiguous_or_unmatched;ipeds_merger_or_closure;ipeds_inactive,requires_scope_review,EURO HAIR SCHOOL,TX,DALLAS,75217,1,9,1,M,-2,-2,11/6/200,1,1,1,,,,,,,/Users/markjaysonfarol13/Projects/FSA/FSAVolumeReports_Panel-main/ResearchBuild/IPEDS/official_hd/HD2002.zip,92c59fbfc243f6afd1420f2fcb7ddac2b227f699672434da5f626f7736080c16,hd2002.csv,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,,,,,,,,,,,,
03092300,2003-2004,Euro Hair School,TX,Private/For-Profit,78405-1911,,,start,2003,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030923,0,0,1,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03092500,1999-2000,NOTTINGHAM TRENT UNIVERSITY (THE),FC,Foreign Public,00014,,,start,1999,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030925,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03092500,2000-2001,NOTTINGHAM TRENT UNIVERSITY (THE),FC,Foreign Public,00014,,,start,2000,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030925,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03092500,2001-2002,NOTTINGHAM TRENT UNIVERSITY (THE),FC,Foreign Public,00014,,,start,2001,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030925,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03092500,2002-2003,NOTTINGHAM TRENT UNIVERSITY (THE),FC,Foreign Public,00014,,,start,2002,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030925,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03092500,2003-2004,NOTTINGHAM TRENT UNIVERSITY (THE),FC,Foreign Public,00014,,,start,2003,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030925,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03092500,2004-2005,NOTTINGHAM TRENT UNIVERSITY (THE),FC,Foreign Public,00014,,,start,2004,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030925,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03092500,2005-2006,NOTTINGHAM TRENT UNIVERSITY (THE),FC,Foreign Public,00014,,,start,2005,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030925,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03092500,2006-2007,NOTTINGHAM TRENT UNIVERSITY (THE),FC,Foreign Public,00014,,,start,2006,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030925,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03092500,2007-2008,NOTTINGHAM TRENT UNIVERSITY (THE),FC,Foreign Public,00014,,,start,2007,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030925,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03092500,2008-2009,NOTTINGHAM TRENT UNIVERSITY (THE),FC,Foreign Public,00014,,,start,2008,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030925,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03092500,2009-2010,NOTTINGHAM TRENT UNIVERSITY (THE),FC,Foreign Public,00014,,,start,2009,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030925,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03092500,2010-2011,NOTTINGHAM TRENT UNIVERSITY,FC,Foreign Public,00014,,0.0,start,2010,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030925,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03092500,2011-2012,NOTTINGHAM TRENT UNIVERSITY,FC,Foreign Public,00014,,87204.0,start,2011,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030925,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03092500,2012-2013,NOTTINGHAM TRENT UNIVERSITY,FC,Foreign Public,00014,,6487.0,start,2012,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030925,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03092500,2013-2014,NOTTINGHAM TRENT UNIVERSITY,,Foreign Public,00014,,49544.0,start,2013,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030925,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03092500,2014-2015,NOTTINGHAM TRENT UNIVERSITY,,Foreign Public,00014,,44962.0,start,2014,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030925,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03092500,2015-2016,NOTTINGHAM TRENT UNIVERSITY,,Foreign Public,00014,,95675.0,start,2015,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030925,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03092500,2016-2017,NOTTINGHAM TRENT UNIVERSITY,,Foreign Public,00014,,94317.0,start,2016,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030925,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03092500,2017-2018,NOTTINGHAM TRENT UNIVERSITY,,Foreign Public,00014,,178370.0,start,2017,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030925,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03092500,2018-2019,NOTTINGHAM TRENT UNIVERSITY,,Foreign Public,00014,,226125.0,start,2018,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030925,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03092500,2019-2020,NOTTINGHAM TRENT UNIVERSITY,,Foreign Private,00014,,266746.0,start,2019,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030925,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03092500,2020-2021,NOTTINGHAM TRENT UNIVERSITY,,Foreign Private,00014,,278387.0,start,2020,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030925,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03092500,2021-2022,NOTTINGHAM TRENT UNIVERSITY,,Foreign Private,00014,,473618.0,start,2021,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030925,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03092500,2022-2023,NOTTINGHAM TRENT UNIVERSITY,,Foreign Private,00014,,547728.0,start,2022,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030925,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03092500,2023-2024,NOTTINGHAM TRENT UNIVERSITY,,Foreign Private,00014,,447322.0,start,2023,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030925,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03092500,2024-2025,NOTTINGHAM TRENT UNIVERSITY,,Foreign Private,00014,,661917.0,start,2024,,no_exact_match,none,0,,,0,0,year_unavailable,030925,0,0,1,0,0,False,no_exact_match;anchor_year_unavailable;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03094400,2000-2001,ELITE PROGRESSIVE SCHOOL OF COSMETOLOGY,CA,Private/For-Profit,95841-2909,105830.2,,start,2000,,no_exact_match,none,0,,417132,0,1,ambiguous_or_unmatched,030944,0,1,1,1,0,False,fsa_descriptor_review_required;no_exact_match;anchor_ambiguous_or_unmatched,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03094400,2015-2016,Marinello School of Beauty,CA,Private/For-Profit,95841-2909,889297.0,27087.0,start,2015,,exact_unique_inactive,exact_full_opeid_same_reference_year,1,417132,,1,0,ambiguous_or_unmatched,030944,1,0,1,1,0,False,exact_unique_inactive;anchor_ambiguous_or_unmatched;ipeds_merger_or_closure;ipeds_inactive;ipeds_not_full_title_iv,requires_scope_review,Marinello Schools of Beauty-Sacramento,CA,Sacramento,95841,5,9,1,M ,-2,2015,02/04/2016,1,1,2,2,1,B & H Education Inc.,300410,,,/Users/markjaysonfarol13/Projects/FSA/FSAVolumeReports_Panel-main/ResearchBuild/IPEDS/official_hd/HD2015.zip,17db8753dd1dc404899d8a40fbc4c1eb3d96dd07d06b4b21e6ad994c778351df,hd2015.csv,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,,,,,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,,
03094600,2000-2001,BYAM SHAW SCHOOL OF DRAWING & PAINTING,FC,Foreign Private,00194,,,start,2000,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030946,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03094900,2002-2003,IHM HEALTH STUDIES CENTER,MO,Private/For-Profit,,20574.0,,start,2002,,no_exact_match,none,0,,417761,0,1,ambiguous_or_unmatched,030949,0,1,1,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03095000,1999-2000,RMIT UNIVERSITY,FC,Foreign Public,03000,,,start,1999,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030950,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03095000,2000-2001,RMIT UNIVERSITY,FC,Foreign Public,03000,,,start,2000,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030950,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03095000,2001-2002,RMIT UNIVERSITY,FC,Foreign Public,03000,,,start,2001,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030950,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03095000,2002-2003,RMIT UNIVERSITY,FC,Foreign Public,03000,,,start,2002,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030950,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03095000,2003-2004,RMIT UNIVERSITY,FC,Foreign Public,03000,,,start,2003,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030950,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03095000,2004-2005,RMIT UNIVERSITY,FC,Foreign Public,03000,,,start,2004,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030950,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03095000,2005-2006,RMIT UNIVERSITY,FC,Foreign Public,03000,,,start,2005,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030950,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03095000,2006-2007,RMIT UNIVERSITY,FC,Foreign Public,03000,,,start,2006,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030950,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03095000,2007-2008,RMIT UNIVERSITY,FC,Foreign Public,03000,,,start,2007,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030950,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03095000,2008-2009,RMIT UNIVERSITY,FC,Foreign Public,03000,,,start,2008,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030950,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03095000,2009-2010,RMIT UNIVERSITY,FC,Foreign Public,03000,,,start,2009,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030950,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03095000,2010-2011,RMIT UNIVERSITY,FC,Foreign Public,03000,,78768.0,start,2010,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030950,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03095000,2011-2012,RMIT UNIVERSITY,FC,Foreign Public,03000,,76377.0,start,2011,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030950,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03095000,2012-2013,RMIT UNIVERSITY,FC,Foreign Public,03000,,262757.0,start,2012,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,030950,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
